Time,Boat,Trip,Lat,Lng,Speed (M/S),Range (Meters),Heading,Boat Name,Community
2018-04-06 04:01:50,2782,301791,-3.24062,10.52144,0.01,,284.06,Pelagic 418835,
2018-04-06 04:02:23,2786,301770,-3.55261,10.71887,0.05,,270,Pelagic 431929 1,
2018-04-06 04:03:49,2784,,-3.4057,10.66028,0.01,,8.12,Pelagic 407077,
2018-04-06 04:04:36,2786,301770,-3.55261,10.71883,0.13,,270,Pelagic 431929 1,
2018-04-06 04:05:18,2785,,-3.40533,10.6603,0.03,,255.94,Pelagic 397542,
2018-04-06 04:06:06,2784,,-3.40576,10.66035,0.07,,104.06,Pelagic 407077,
2018-04-06 04:06:59,2786,301770,-3.55264,10.71894,0.11,,90,Pelagic 431929 1,
2018-04-06 04:07:34,2782,301791,-3.24065,10.52144,0.01,,270,Pelagic 418835,
2018-04-06 04:07:40,2788,302099,-3.29967,10.50996,0.02,,239.7,Pelagic 392865 1,
2018-04-06 04:08:28,2784,,-3.40576,10.66032,0.11,,90,Pelagic 407077,
2018-04-06 04:10:29,2786,301770,-3.55264,10.71889,0.01,,270,Pelagic 431929 1,
2018-04-06 04:10:46,2784,,-3.40576,10.66029,0.08,,90,Pelagic 407077,
2018-04-06 04:11:03,2785,,-3.40534,10.66028,0.02,,258.67,Pelagic 397542,
2018-04-06 04:13:16,2782,301791,-3.24058,10.52145,0.02,,8.12,Pelagic 418835,
2018-04-06 04:13:24,2788,302099,-3.29978,10.50995,0.04,,185.19,Pelagic 392865 1,
2018-04-06 04:13:58,2786,301770,-3.55264,10.71883,0.07,,270,Pelagic 431929 1,
2018-04-06 04:14:16,2784,,-3.4058,10.66021,0.04,,270,Pelagic 407077,
2018-04-06 04:16:37,2784,,-3.4058,10.66026,0.05,,270,Pelagic 407077,
2018-04-06 04:16:56,2785,,-3.40534,10.66033,0,,315.05,Pelagic 397542,
2018-04-06 04:18:37,2786,301770,-3.55268,10.71893,0.02,,135.06,Pelagic 431929 1,
2018-04-06 04:18:58,2784,,-3.40577,10.66028,0.13,,90,Pelagic 407077,
2018-04-06 04:19:00,2782,301791,-3.24056,10.52145,0.01,,0,Pelagic 418835,
2018-04-06 04:19:08,2788,302099,-3.29967,10.50995,0.04,,0,Pelagic 392865 1,
2018-04-06 04:21:05,2786,301770,-3.55266,10.71891,0.05,,270,Pelagic 431929 1,
2018-04-06 04:21:22,2784,,-3.40577,10.66022,0.04,,90,Pelagic 407077,
2018-04-06 04:23:29,2786,301770,-3.55266,10.71893,0.02,,270,Pelagic 431929 1,
2018-04-06 04:23:36,2784,,-3.4058,10.66026,0.12,,270,Pelagic 407077,
2018-04-06 04:24:43,2782,301791,-3.24063,10.52152,0.03,,135.05,Pelagic 418835,
2018-04-06 04:24:53,2788,302099,-3.29984,10.50988,0.04,,217.83,Pelagic 392865 1,
2018-04-06 04:25:46,2786,301770,-3.55266,10.71895,0.13,,90,Pelagic 431929 1,
2018-04-06 04:25:58,2784,,-3.4058,10.66019,0.06,,270,Pelagic 407077,
2018-04-06 04:28:06,2786,301770,-3.55263,10.71882,0.16,,288.47,Pelagic 431929 1,
2018-04-06 04:28:16,2784,,-3.40574,10.66023,0.1,,0,Pelagic 407077,
2018-04-06 04:30:28,2786,301770,-3.55263,10.71891,0.07,,44.94,Pelagic 431929 1,
2018-04-06 04:30:37,2788,302099,-3.2999,10.50989,0.02,,198.41,Pelagic 392865 1,
2018-04-06 04:30:39,2784,,-3.40578,10.66032,0.09,,90,Pelagic 407077,
2018-04-06 04:33:58,2786,301770,-3.55267,10.71894,0.02,,90,Pelagic 431929 1,
2018-04-06 04:34:00,2785,,-3.40535,10.66036,0,,108.47,Pelagic 397542,
2018-04-06 04:34:17,2784,,-3.4058,10.66027,0.02,,135.05,Pelagic 407077,
2018-04-06 04:35:42,2782,301791,-3.24057,10.52151,0.01,,350.55,Pelagic 418835,
2018-04-06 04:36:16,2786,301770,-3.55264,10.71884,0.06,,270,Pelagic 431929 1,
2018-04-06 04:36:21,2788,302099,-3.29992,10.50987,0.03,,237.95,Pelagic 392865 1,
2018-04-06 04:36:36,2784,,-3.40577,10.66026,0.09,,270,Pelagic 407077,
2018-04-06 04:38:36,2786,301770,-3.55264,10.71878,0.16,,270,Pelagic 431929 1,
2018-04-06 04:39:44,2785,,-3.40528,10.66037,0.02,,344.08,Pelagic 397542,
2018-04-06 04:40:06,2784,,-3.40577,10.66022,0.02,,0,Pelagic 407077,
2018-04-06 04:40:58,2786,301770,-3.55264,10.7189,0.07,,90,Pelagic 431929 1,
2018-04-06 04:41:26,2782,301791,-3.24048,10.5216,0.05,,53.09,Pelagic 418835,
2018-04-06 04:42:06,2788,302099,-3.29988,10.50992,0.02,,51.29,Pelagic 392865 1,
2018-04-06 04:42:28,2784,,-3.40577,10.66022,0.12,,270,Pelagic 407077,
2018-04-06 04:43:22,2786,301770,-3.55264,10.71889,0.04,,90,Pelagic 431929 1,
2018-04-06 04:44:49,2784,,-3.4058,10.66018,0.08,,233.08,Pelagic 407077,
2018-04-06 04:45:35,2785,,-3.40535,10.66033,0.02,,224.95,Pelagic 397542,
2018-04-06 04:45:48,2786,301770,-3.55269,10.71886,0.05,,270,Pelagic 431929 1,
2018-04-06 04:47:08,2782,301791,-3.24048,10.52148,0.04,,299.09,Pelagic 418835,
2018-04-06 04:47:53,2788,302099,-3.2999,10.50988,0.01,,284.06,Pelagic 392865 1,
2018-04-06 04:48:06,2786,301770,-3.55273,10.71886,0.03,,270,Pelagic 431929 1,
2018-04-06 04:50:28,2786,301770,-3.55276,10.71888,0.12,,246.76,Pelagic 431929 1,
2018-04-06 04:50:36,2784,,-3.40582,10.66016,0.01,,206.52,Pelagic 407077,
2018-04-06 04:51:15,2785,,-3.4053,10.66037,0.02,,38.61,Pelagic 397542,
2018-04-06 04:52:46,2786,301770,-3.55275,10.71892,0.07,,0,Pelagic 431929 1,
2018-04-06 04:52:53,2782,301791,-3.2406,10.52139,0.06,,229.35,Pelagic 418835,
2018-04-06 04:52:58,2784,,-3.40577,10.66023,0.07,,54.41,Pelagic 407077,
2018-04-06 04:55:06,2786,301770,-3.55278,10.71888,0.05,,270,Pelagic 431929 1,
2018-04-06 04:56:59,2785,,-3.40527,10.66034,0.01,,315.05,Pelagic 397542,
2018-04-06 04:57:29,2786,301770,-3.55278,10.71886,0.11,,270,Pelagic 431929 1,
2018-04-06 04:58:37,2782,301791,-3.24064,10.52147,0.01,,194.01,Pelagic 418835,
2018-04-06 04:58:51,2788,302099,-3.30018,10.50983,0.04,,191.29,Pelagic 392865 1,
2018-04-06 04:59:52,2786,301770,-3.55282,10.71893,0.02,,135.06,Pelagic 431929 1,
2018-04-06 05:00:42,2788,302099,-3.30015,10.50989,0.1,,90,Pelagic 392865 1,
2018-04-06 05:02:06,2786,301770,-3.55283,10.71885,0.07,,270,Pelagic 431929 1,
2018-04-06 05:02:28,2788,302099,-3.30018,10.50985,0.06,,224.95,Pelagic 392865 1,
2018-04-06 05:02:44,2785,,-3.40534,10.66035,0.02,,171.88,Pelagic 397542,
2018-04-06 05:05:36,2786,301770,-3.55279,10.71888,0.03,,0,Pelagic 431929 1,
2018-04-06 05:07:59,2786,301770,-3.55282,10.71885,0.05,,270,Pelagic 431929 1,
2018-04-06 05:08:16,2788,302099,-3.30015,10.50989,0.02,,53.08,Pelagic 392865 1,
2018-04-06 05:08:29,2785,,-3.40527,10.66033,0.01,,333.48,Pelagic 397542,
2018-04-06 05:09:37,2782,301791,-3.24062,10.52151,0,,224.95,Pelagic 418835,
2018-04-06 05:10:16,2786,301770,-3.55278,10.7188,0.05,,270,Pelagic 431929 1,
2018-04-06 05:14:07,2788,302099,-3.30018,10.50986,0.01,,224.95,Pelagic 392865 1,
2018-04-06 05:14:14,2785,301839,-3.40505,10.66138,0.35,,76.58,Pelagic 397542,
2018-04-06 05:14:58,2786,301770,-3.55282,10.71892,0.05,,96.35,Pelagic 431929 1,
2018-04-06 05:15:23,2782,301791,-3.24058,10.52152,0.01,,14.01,Pelagic 418835,
2018-04-06 05:15:54,2785,301839,-3.39885,10.66294,8.34,,21.1,Pelagic 397542,
2018-04-06 05:17:16,2786,301770,-3.55288,10.71883,0.05,,270,Pelagic 431929 1,
2018-04-06 05:17:43,2785,301839,-3.39107,10.66532,8.02,,16.9,Pelagic 397542,
2018-04-06 05:19:31,2785,301839,-3.38302,10.66571,8.31,,347.66,Pelagic 397542,
2018-04-06 05:19:36,2786,301770,-3.55288,10.71881,0.02,,270,Pelagic 431929 1,
2018-04-06 05:20:12,2787,301774,-3.37973,10.66663,0,,192.97,Pelagic 402813 1,
2018-04-06 05:21:05,2782,301791,-3.24057,10.52154,0,,315.05,Pelagic 418835,
2018-04-06 05:21:11,2785,301839,-3.37686,10.6623,8.29,,284.68,Pelagic 397542,
2018-04-06 05:21:58,2786,301770,-3.55292,10.71874,0.06,,240.21,Pelagic 431929 1,
2018-04-06 05:22:53,2785,301839,-3.38097,10.65632,8.84,,212.98,Pelagic 397542,
2018-04-06 05:24:16,2786,301770,-3.55292,10.7187,0.06,,270,Pelagic 431929 1,
2018-04-06 05:24:33,2785,301839,-3.38731,10.65252,7.71,,206.52,Pelagic 397542,
2018-04-06 05:26:21,2785,301839,-3.39456,10.64874,9.95,,208.11,Pelagic 397542,
2018-04-06 05:26:36,2786,301770,-3.55289,10.71856,0.11,,270,Pelagic 431929 1,
2018-04-06 05:28:01,2785,301839,-3.40076,10.64488,7.03,,211.38,Pelagic 397542,
2018-04-06 05:29:41,2785,301839,-3.40687,10.64037,11.26,,223.62,Pelagic 397542,
2018-04-06 05:30:06,2786,301770,-3.55289,10.71835,0.14,,270,Pelagic 431929 1,
2018-04-06 05:31:21,2785,301839,-3.41303,10.63682,5.98,,198.03,Pelagic 397542,
2018-04-06 05:32:28,2786,301770,-3.55305,10.71865,0.15,,270,Pelagic 431929 1,
2018-04-06 05:32:33,2782,301791,-3.24069,10.52143,0.03,,222.46,Pelagic 418835,
2018-04-06 05:33:04,2785,301839,-3.41959,10.63292,7.58,,214.81,Pelagic 397542,
2018-04-06 05:34:17,2786,301770,-3.55431,10.72025,3.88,,135.78,Pelagic 431929 1,
2018-04-06 05:34:44,2785,301839,-3.42518,10.62856,7.46,,224.35,Pelagic 397542,
2018-04-06 05:36:03,2786,301770,-3.55754,10.72388,6.28,,123.96,Pelagic 431929 1,
2018-04-06 05:36:24,2785,301839,-3.4298,10.62314,8.9,,240.83,Pelagic 397542,
2018-04-06 05:38:04,2785,301839,-3.43494,10.61821,8.01,,213.64,Pelagic 397542,
2018-04-06 05:38:08,2786,301770,-3.55875,10.72551,0.11,,270,Pelagic 431929 1,
2018-04-06 05:39:46,2785,301839,-3.43769,10.617,1.4,,120.3,Pelagic 397542,
2018-04-06 05:39:52,2786,301770,-3.55871,10.72537,0.06,,270,Pelagic 431929 1,
2018-04-06 05:40:36,2788,302099,-3.30022,10.50987,0,,165.99,Pelagic 392865 1,
2018-04-06 05:41:28,2785,301839,-3.43766,10.6171,0.06,,44.95,Pelagic 397542,
2018-04-06 05:41:51,2787,301774,-3.37989,10.66665,0.01,,170.55,Pelagic 402813 1,
2018-04-06 05:42:29,2786,301770,-3.55859,10.72521,0.07,,296.61,Pelagic 431929 1,
2018-04-06 05:43:27,2785,301839,-3.43801,10.61711,0.17,,0,Pelagic 397542,
2018-04-06 05:43:32,2782,301791,-3.24049,10.52143,0.02,,333.47,Pelagic 418835,
2018-04-06 05:44:46,2786,301770,-3.55847,10.72507,0.22,,311.69,Pelagic 431929 1,
2018-04-06 05:45:46,2785,301839,-3.43783,10.61689,0.18,,323.18,Pelagic 397542,
2018-04-06 05:46:20,2788,302099,-3.30004,10.51029,0.15,,66.77,Pelagic 392865 1,
2018-04-06 05:47:06,2786,301770,-3.55834,10.72488,0.21,,321.39,Pelagic 431929 1,
2018-04-06 05:48:06,2785,301839,-3.43784,10.61677,0.15,,224.95,Pelagic 397542,
2018-04-06 05:48:19,2788,302099,-3.30026,10.51055,0.42,,144.51,Pelagic 392865 1,
2018-04-06 05:49:15,2782,301791,-3.23695,10.51893,1.45,,322.96,Pelagic 418835,
2018-04-06 05:49:28,2786,301770,-3.55823,10.72467,0.26,,312.57,Pelagic 431929 1,
2018-04-06 05:50:27,2785,301839,-3.43772,10.61681,0.09,,329.08,Pelagic 397542,
2018-04-06 05:51:02,2782,301791,-3.23539,10.5176,1.55,,96.35,Pelagic 418835,
2018-04-06 05:51:07,2788,302099,-3.30026,10.5108,0.06,,270,Pelagic 392865 1,
2018-04-06 05:51:46,2786,301770,-3.55806,10.7245,0.27,,319.82,Pelagic 431929 1,
2018-04-06 05:52:45,2782,301791,-3.23543,10.51741,0.69,,216.83,Pelagic 418835,
2018-04-06 05:52:46,2785,301839,-3.43759,10.61674,0.23,,335.26,Pelagic 397542,
2018-04-06 05:52:49,2787,301774,-3.37975,10.66658,0.01,,323.18,Pelagic 402813 1,
2018-04-06 05:52:59,2788,302099,-3.30144,10.5124,0.35,,90,Pelagic 392865 1,
2018-04-06 05:54:06,2786,301770,-3.5578,10.7242,0.26,,309.86,Pelagic 431929 1,
2018-04-06 05:54:46,2788,302099,-3.30196,10.51269,0.81,,149.08,Pelagic 392865 1,
2018-04-06 05:55:05,2782,301791,-3.23573,10.51754,0.19,,270,Pelagic 418835,
2018-04-06 05:55:06,2785,301839,-3.43734,10.61661,0.32,,319.14,Pelagic 397542,
2018-04-06 05:56:28,2786,301770,-3.55763,10.72394,0.22,,306.08,Pelagic 431929 1,
2018-04-06 05:56:29,2788,302099,-3.30299,10.5151,2.97,,104.44,Pelagic 392865 1,
2018-04-06 05:57:27,2782,301791,-3.23599,10.51791,0.22,,270,Pelagic 418835,
2018-04-06 05:57:28,2785,301839,-3.43708,10.6164,0.23,,309.34,Pelagic 397542,
2018-04-06 05:58:31,2788,302099,-3.30471,10.51808,3.2,,114.3,Pelagic 392865 1,
2018-04-06 05:58:46,2786,301770,-3.55737,10.72361,0.37,,315.06,Pelagic 431929 1,
2018-04-06 05:59:45,2782,301791,-3.23616,10.51805,0.23,,153.47,Pelagic 418835,
2018-04-06 05:59:46,2785,301839,-3.43689,10.61623,0.2,,315.05,Pelagic 397542,
2018-04-06 06:00:11,2788,302099,-3.30625,10.52042,4.44,,90,Pelagic 392865 1,
2018-04-06 06:01:06,2786,301770,-3.55715,10.72322,0.36,,300.12,Pelagic 431929 1,
2018-04-06 06:02:05,2782,301791,-3.23633,10.51815,0.1,,135.05,Pelagic 418835,
2018-04-06 06:02:05,2788,302099,-3.30812,10.52296,5.43,,128.82,Pelagic 392865 1,
2018-04-06 06:02:06,2785,301839,-3.43689,10.61617,0.05,,270,Pelagic 397542,
2018-04-06 06:03:28,2786,301770,-3.5569,10.72293,0.32,,312.93,Pelagic 431929 1,
2018-04-06 06:03:47,2782,301791,-3.23645,10.51828,0.13,,90,Pelagic 418835,
2018-04-06 06:03:50,2788,302099,-3.31033,10.52502,2.97,,140.4,Pelagic 392865 1,
2018-04-06 06:04:28,2785,301839,-3.4368,10.61596,0.25,,284.06,Pelagic 397542,
2018-04-06 06:05:30,2788,302099,-3.3127,10.52673,5.56,,143.18,Pelagic 392865 1,
2018-04-06 06:05:46,2786,301770,-3.55674,10.7226,0.25,,304.75,Pelagic 431929 1,
2018-04-06 06:06:21,2782,301791,-3.23681,10.51847,0.23,,162.92,Pelagic 418835,
2018-04-06 06:06:46,2785,301839,-3.43656,10.6158,0.22,,339,Pelagic 397542,
2018-04-06 06:07:23,2788,302099,-3.3151,10.52891,3.24,,135.05,Pelagic 392865 1,
2018-04-06 06:08:06,2786,301770,-3.55644,10.72228,0.37,,313.08,Pelagic 431929 1,
2018-04-06 06:08:45,2782,301791,-3.23712,10.51872,0.29,,149.08,Pelagic 418835,
2018-04-06 06:09:06,2785,301839,-3.43634,10.61554,0.29,,317.54,Pelagic 397542,
2018-04-06 06:09:10,2788,302099,-3.31651,10.53044,0.42,,141.39,Pelagic 392865 1,
2018-04-06 06:10:28,2786,301770,-3.55621,10.72187,0.4,,303.07,Pelagic 431929 1,
2018-04-06 06:10:51,2788,302099,-3.31663,10.5302,0.43,,270,Pelagic 392865 1,
2018-04-06 06:11:05,2782,301791,-3.23725,10.51877,0.09,,270,Pelagic 418835,
2018-04-06 06:11:28,2785,301839,-3.43617,10.61551,0.23,,347.93,Pelagic 397542,
2018-04-06 06:12:46,2786,301770,-3.55592,10.72156,0.29,,305.59,Pelagic 431929 1,
2018-04-06 06:13:10,2788,302099,-3.31668,10.53002,0.24,,167.03,Pelagic 392865 1,
2018-04-06 06:13:45,2785,301839,-3.43589,10.61535,0.3,,319.45,Pelagic 397542,
2018-04-06 06:14:53,2788,302099,-3.31689,10.53104,0.61,,151.74,Pelagic 392865 1,
2018-04-06 06:15:06,2786,301770,-3.5557,10.72134,0.17,,0,Pelagic 431929 1,
2018-04-06 06:16:07,2785,301839,-3.43573,10.61532,0.05,,0,Pelagic 397542,
2018-04-06 06:16:34,2788,302099,-3.31682,10.5314,0.79,,315.05,Pelagic 392865 1,
2018-04-06 06:17:29,2786,301770,-3.55548,10.72095,0.34,,308.71,Pelagic 431929 1,
2018-04-06 06:18:27,2788,302099,-3.31637,10.53142,0.27,,51.29,Pelagic 392865 1,
2018-04-06 06:18:29,2785,301839,-3.4355,10.61528,0.24,,345.09,Pelagic 397542,
2018-04-06 06:19:46,2786,301770,-3.55524,10.72062,0.27,,299.79,Pelagic 431929 1,
2018-04-06 06:20:10,2788,302099,-3.31596,10.53146,0.67,,90,Pelagic 392865 1,
2018-04-06 06:20:47,2785,301839,-3.43517,10.61525,0.29,,0,Pelagic 397542,
2018-04-06 06:21:42,2782,301791,-3.23814,10.51966,0.2,,134.35,Pelagic 418835,
2018-04-06 06:22:06,2786,301770,-3.55505,10.72042,0.18,,294,Pelagic 431929 1,
2018-04-06 06:22:28,2788,302099,-3.3155,10.53153,0.42,,9.85,Pelagic 392865 1,
2018-04-06 06:23:07,2785,301839,-3.43479,10.61507,0.43,,331.43,Pelagic 397542,
2018-04-06 06:23:27,2782,301791,-3.23837,10.51983,0.42,,270,Pelagic 418835,
2018-04-06 06:24:28,2786,301770,-3.55488,10.72013,0.26,,289.69,Pelagic 431929 1,
2018-04-06 06:24:46,2788,302099,-3.31506,10.53166,0.34,,17.5,Pelagic 392865 1,
2018-04-06 06:24:58,2787,301774,-3.37968,10.6665,0.01,,311.24,Pelagic 402813 1,
2018-04-06 06:25:12,2782,301791,-3.23854,10.51986,0.18,,240.91,Pelagic 418835,
2018-04-06 06:25:28,2785,301839,-3.43434,10.61487,0.41,,318.63,Pelagic 397542,
2018-04-06 06:26:47,2786,301770,-3.55461,10.71992,0.3,,323.8,Pelagic 431929 1,
2018-04-06 06:27:06,2788,302099,-3.31466,10.53167,0.22,,12.97,Pelagic 392865 1,
2018-04-06 06:27:35,2782,301791,-3.23859,10.52002,0.22,,76.99,Pelagic 418835,
2018-04-06 06:27:47,2785,301839,-3.43413,10.61496,0.2,,18.4,Pelagic 397542,
2018-04-06 06:29:06,2786,301770,-3.55439,10.71971,0.28,,328.44,Pelagic 431929 1,
2018-04-06 06:29:28,2788,302099,-3.31412,10.53175,0.39,,7.75,Pelagic 392865 1,
2018-04-06 06:29:57,2782,301791,-3.23885,10.52035,0.31,,139.13,Pelagic 418835,
2018-04-06 06:30:01,2784,,-3.40585,10.66018,0,,215.98,Pelagic 407077,
2018-04-06 06:30:07,2785,301839,-3.43375,10.61479,0.31,,340.59,Pelagic 397542,
2018-04-06 06:31:30,2786,301770,-3.5542,10.71951,0.19,,325.06,Pelagic 431929 1,
2018-04-06 06:32:15,2782,301791,-3.23917,10.52063,0.18,,164.77,Pelagic 418835,
2018-04-06 06:32:30,2785,301839,-3.43351,10.61481,0.17,,0,Pelagic 397542,
2018-04-06 06:33:46,2786,301770,-3.55411,10.71932,0.11,,270,Pelagic 431929 1,
2018-04-06 06:34:35,2782,301791,-3.23955,10.52103,0.52,,139.04,Pelagic 418835,
2018-04-06 06:34:46,2785,301839,-3.43326,10.61485,0.2,,63.39,Pelagic 397542,
2018-04-06 06:35:35,2784,,-3.4058,10.66008,0.04,,296.61,Pelagic 407077,
2018-04-06 06:36:06,2786,301770,-3.55399,10.71929,0.05,,0,Pelagic 431929 1,
2018-04-06 06:36:57,2782,301791,-3.23983,10.52121,0.44,,150.29,Pelagic 418835,
2018-04-06 06:37:07,2785,301839,-3.43289,10.61476,0.23,,17.07,Pelagic 397542,
2018-04-06 06:37:59,2786,301770,-3.55464,10.72069,5.44,,109.39,Pelagic 431929 1,
2018-04-06 06:39:29,2785,301839,-3.43252,10.61477,0.22,,39.24,Pelagic 397542,
2018-04-06 06:39:39,2786,301770,-3.55702,10.72477,3.14,,135.06,Pelagic 431929 1,
2018-04-06 06:41:23,2786,301770,-3.55749,10.72562,0.66,,115.24,Pelagic 431929 1,
2018-04-06 06:41:24,2784,,-3.40571,10.66015,0.04,,47.96,Pelagic 407077,
2018-04-06 06:41:47,2785,301839,-3.43228,10.61466,0.14,,0,Pelagic 397542,
2018-04-06 06:41:51,2788,302099,-3.31174,10.53178,0.34,,2.24,Pelagic 392865 1,
2018-04-06 06:43:05,2786,301770,-3.55733,10.72554,0.67,,0,Pelagic 431929 1,
2018-04-06 06:43:33,2782,301791,-3.2398,10.52161,0.1,,65.19,Pelagic 418835,
2018-04-06 06:43:37,2788,302099,-3.31147,10.5317,0.5,,90,Pelagic 392865 1,
2018-04-06 06:44:07,2785,301839,-3.43202,10.61455,0.23,,309.34,Pelagic 397542,
2018-04-06 06:44:48,2786,301770,-3.5572,10.72551,0.25,,309.34,Pelagic 431929 1,
2018-04-06 06:45:13,2782,301791,-3.23618,10.52045,4.7,,341.2,Pelagic 418835,
2018-04-06 06:45:22,2788,302099,-3.31102,10.53158,0.43,,335.59,Pelagic 392865 1,
2018-04-06 06:46:29,2785,301839,-3.43196,10.61471,0.11,,90,Pelagic 397542,
2018-04-06 06:46:54,2782,301791,-3.23222,10.51816,5.42,,328.21,Pelagic 418835,
2018-04-06 06:47:06,2786,301770,-3.557,10.72523,0.3,,303.74,Pelagic 431929 1,
2018-04-06 06:47:46,2788,302099,-3.31072,10.5315,0.36,,350.15,Pelagic 392865 1,
2018-04-06 06:48:34,2782,301791,-3.23286,10.51474,6.48,,239,Pelagic 418835,
2018-04-06 06:48:47,2785,301839,-3.43175,10.61465,0.24,,342.93,Pelagic 397542,
2018-04-06 06:49:30,2786,301770,-3.55683,10.72506,0.2,,315.06,Pelagic 431929 1,
2018-04-06 06:50:06,2788,302099,-3.31052,10.53106,0.4,,270,Pelagic 392865 1,
2018-04-06 06:50:14,2782,301791,-3.23375,10.51473,0.85,,233.09,Pelagic 418835,
2018-04-06 06:51:06,2785,301839,-3.43153,10.6145,0.18,,326.36,Pelagic 397542,
2018-04-06 06:51:46,2786,301770,-3.55662,10.72475,0.39,,303.74,Pelagic 431929 1,
2018-04-06 06:51:56,2782,301791,-3.23398,10.51461,0.67,,0,Pelagic 418835,
2018-04-06 06:52:28,2788,302099,-3.31053,10.53058,0.32,,247.13,Pelagic 392865 1,
2018-04-06 06:52:49,2784,,-3.40574,10.66017,0.01,,146.36,Pelagic 407077,
2018-04-06 06:53:29,2785,301839,-3.43128,10.61443,0.19,,340.05,Pelagic 397542,
2018-04-06 06:54:06,2786,301770,-3.55646,10.72457,0.2,,325.06,Pelagic 431929 1,
2018-04-06 06:54:15,2782,301791,-3.23406,10.51506,0.42,,82.56,Pelagic 418835,
2018-04-06 06:54:46,2788,302099,-3.31069,10.53033,0.18,,248.17,Pelagic 392865 1,
2018-04-06 06:55:47,2785,301839,-3.43105,10.61432,0.12,,23.16,Pelagic 397542,
2018-04-06 06:56:29,2786,301770,-3.55628,10.72424,0.27,,295.06,Pelagic 431929 1,
2018-04-06 06:56:35,2782,301791,-3.23392,10.51556,0.4,,74.03,Pelagic 418835,
2018-04-06 06:57:06,2788,302099,-3.31087,10.52996,0.36,,251.54,Pelagic 392865 1,
2018-04-06 06:58:07,2785,301839,-3.43072,10.61417,0.32,,319.45,Pelagic 397542,
2018-04-06 06:58:35,2784,,-3.40573,10.66016,0,,315.05,Pelagic 407077,
2018-04-06 06:58:48,2786,301770,-3.55608,10.7241,0.15,,328.04,Pelagic 431929 1,
2018-04-06 06:58:57,2782,301791,-3.23387,10.51595,0.16,,90,Pelagic 418835,
2018-04-06 07:00:30,2785,301839,-3.43063,10.61417,0.08,,0,Pelagic 397542,
2018-04-06 07:01:06,2786,301770,-3.55578,10.7238,0.36,,319.14,Pelagic 431929 1,
2018-04-06 07:01:15,2782,301791,-3.23383,10.51648,0.46,,90,Pelagic 418835,
2018-04-06 07:02:48,2785,301839,-3.43024,10.61406,0.38,,338.23,Pelagic 397542,
2018-04-06 07:03:30,2786,301770,-3.5555,10.72357,0.28,,324.51,Pelagic 431929 1,
2018-04-06 07:03:35,2782,301791,-3.23377,10.51695,0.45,,83.41,Pelagic 418835,
2018-04-06 07:04:07,2788,302099,-3.31233,10.52749,0.87,,239.57,Pelagic 392865 1,
2018-04-06 07:04:16,2784,,-3.40572,10.66016,0,,0,Pelagic 407077,
2018-04-06 07:05:07,2785,301839,-3.42984,10.61396,0.36,,351.48,Pelagic 397542,
2018-04-06 07:05:47,2788,302099,-3.31325,10.52499,3.05,,273.1,Pelagic 392865 1,
2018-04-06 07:05:47,2786,301770,-3.55523,10.72327,0.37,,316.79,Pelagic 431929 1,
2018-04-06 07:07:29,2785,301839,-3.42949,10.61377,0.35,,324.83,Pelagic 397542,
2018-04-06 07:07:43,2788,302099,-3.31251,10.523,0.11,,116.6,Pelagic 392865 1,
2018-04-06 07:08:08,2786,301770,-3.555,10.72306,0.21,,321.39,Pelagic 431929 1,
2018-04-06 07:09:23,2788,302099,-3.31236,10.52321,0.72,,324.83,Pelagic 392865 1,
2018-04-06 07:09:47,2785,301839,-3.42924,10.61371,0.18,,330.99,Pelagic 397542,
2018-04-06 07:10:00,2784,,-3.40578,10.66016,0.02,,270,Pelagic 407077,
2018-04-06 07:10:30,2786,301770,-3.5549,10.72295,0.11,,315.06,Pelagic 431929 1,
2018-04-06 07:11:04,2788,302099,-3.31194,10.52319,0.83,,0,Pelagic 392865 1,
2018-04-06 07:12:07,2785,301839,-3.42901,10.61371,0.21,,0,Pelagic 397542,
2018-04-06 07:12:48,2786,301770,-3.55467,10.72275,0.25,,335.27,Pelagic 431929 1,
2018-04-06 07:12:52,2787,301774,-3.37969,10.66678,0.01,,81.01,Pelagic 402813 1,
2018-04-06 07:13:33,2788,302099,-3.31148,10.523,0.39,,0,Pelagic 392865 1,
2018-04-06 07:14:57,2785,301839,-3.42875,10.61365,0.19,,335.02,Pelagic 397542,
2018-04-06 07:15:09,2786,301770,-3.55443,10.72241,0.29,,312.76,Pelagic 431929 1,
2018-04-06 07:15:34,2787,301774,-3.37968,10.66661,0.01,,44.95,Pelagic 402813 1,
2018-04-06 07:15:44,2784,,-3.40575,10.66016,0.01,,0,Pelagic 407077,
2018-04-06 07:15:59,2788,302099,-3.31111,10.52296,0.24,,345.09,Pelagic 392865 1,
2018-04-06 07:17:23,2785,301839,-3.42842,10.6137,0.29,,42.46,Pelagic 397542,
2018-04-06 07:17:36,2786,301770,-3.5542,10.72215,0.24,,309.86,Pelagic 431929 1,
2018-04-06 07:18:16,2788,302099,-3.31075,10.5227,0.35,,317.02,Pelagic 392865 1,
2018-04-06 07:19:07,2787,301774,-3.37977,10.66666,0.08,,126.92,Pelagic 402813 1,
2018-04-06 07:19:47,2785,301839,-3.42814,10.61353,0.32,,320.96,Pelagic 397542,
2018-04-06 07:20:00,2786,301770,-3.55395,10.72192,0.23,,327.58,Pelagic 431929 1,
