Nom ,Family,Genus,Species,FAO,Obs code,Category,IUCN status
Tilapia,CICHLIDAE,Oreochromis,spp,TLP,,,
Vivaneau,LUTJANIDAE,Lutjanus,spp,SNA,LUT/Lut,,
