licence_valid,licence_num,licence_debut,licence_fin,licence_type,licence_quit,licence_montant,licence_zone,licence_debarq,licence_moteur,licence_puis,licence_engin,licence_copé,id_pirogue,id,Code2,licence_date,licence_res,Pech_date_saisie,Lic_val
2012,78,1/30/12,12/31/12,Petits poissons,897154,150000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant surface,,827,964,0,2/7/12,FALSE,,FALSE
2012,133,1/30/12,12/31/12,Sardines,897160,150000,Estuaire-Komo,Soduco,Yamaha,40,Filet sardine,,706,965,0,2/7/12,FALSE,,FALSE
2012,120,1/30/12,12/31/12,Petits poissons,897151,100000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant surface,,395,966,0,2/7/12,FALSE,,FALSE
2012,96,1/30/12,12/31/12,Sardines,743173,150000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,828,967,0,2/7/12,FALSE,,FALSE
2012,118,1/30/12,12/31/12,Gros poissons,743174,150000,Estuaire-Komo,Pont Nomba,Mariner,40,Filet maillant de fond,,732,968,0,2/7/12,FALSE,,FALSE
2012,119,1/30/12,12/31/12,Sardines,743177,150000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine,,583,969,0,2/7/12,FALSE,,FALSE
2012,101,1/26/12,12/31/12,Gros poissons,743178,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet maillant de fond,,710,970,0,2/7/12,FALSE,,FALSE
2012,95,1/26/12,12/31/12,Sardines,743176,150000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,829,971,0,2/7/12,FALSE,,FALSE
2012,109,1/31/12,12/31/12,Sardines,743189,150000,Estuaire-Komo,Petite Poubelle,Yamaha,40,Filet sardine,,194,972,0,2/7/12,FALSE,,FALSE
2012,121,1/31/12,12/31/12,Petits poissons,743227,150000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant surface,,450,973,0,2/7/12,FALSE,,FALSE
2012,105,1/10/12,12/31/12,Sardines,743082,100000,Estuaire-Komo,Petite Poubelle,Yamaha,40,Filet sardine,,830,974,0,2/7/12,FALSE,,FALSE
2012,62,2/3/12,12/31/12,Sardines,743611,150000,Estuaire-Komo,Bac Aviation,Yamaha,40,Filet sardine,,447,975,0,2/10/12,FALSE,,FALSE
2012,71,2/6/12,12/31/12,Gros poissons,743715,100000,Estuaire-Komo,Barracuda,Mariner,40,Filet maillant de fond,,518,976,0,2/10/12,FALSE,,FALSE
2012,70,2/6/12,12/31/12,Gros poissons,743713,150000,Estuaire-Komo,Barracuda,Yamaha,40,Filet maillant de fond,,562,977,0,2/10/12,FALSE,,FALSE
2012,39,1/31/12,12/31/12,Petits poissons,897387,100000,Estuaire-Komo,Pont Nomba,Yamaha,40,Filet maillant surface,,831,978,0,2/10/12,FALSE,,FALSE
2012,102,2/1/12,12/31/12,Sardines,743315,100000,Estuaire-Komo,Petite Poubelle,Yamaha,40,Filet sardine,,657,979,0,2/10/12,FALSE,,FALSE
2012,110,2/1/12,12/31/12,Gros poissons,743319,150000,Estuaire-Komo,Pont Nomba,Yamaha,40,Filet maillant de fond,,832,980,0,2/10/12,FALSE,,FALSE
2012,67,2/1/12,12/31/12,Gros poissons,743294,150000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,638,981,0,2/10/12,FALSE,,FALSE
2012,68,2/1/12,12/31/12,Gros poissons,743293,150000,Estuaire-Komo,Barracuda,Yamaha,40,Filet maillant de fond,,728,982,0,2/10/12,FALSE,,FALSE
2012,69,2/2/12,12/31/12,Gros poissons,743427,100000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,661,983,0,2/10/12,FALSE,,FALSE
2012,112,2/2/12,12/31/12,Gros poissons,743424,100000,Estuaire-Komo,Pont Nomba,Yamaha,40,Filet maillant de fond,,432,984,0,2/10/12,FALSE,,FALSE
2012,117,2/2/12,12/31/12,Gros poissons,743439,150000,Estuaire-Komo,Pont Nomba,Yamaha,40,Filet maillant de fond,,833,985,0,2/10/12,FALSE,,FALSE
2012,80,1/30/12,12/31/12,Gros poissons,896866,100000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant de fond,,834,986,0,2/10/12,FALSE,,FALSE
2012,103,2/2/12,12/31/12,Sardines,743454,150000,Estuaire-Komo,Petite Poubelle,Yamaha,40,Filet sardine,,835,987,0,2/10/12,FALSE,,FALSE
2012,76,2/2/12,12/31/12,Sardines,743453,150000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine,,836,988,0,2/10/12,FALSE,,FALSE
2012,111,2/2/12,12/31/12,Gros poissons,743440,150000,Estuaire-Komo,Pont Nomba,Yamaha,40,Filet maillant de fond,,376,989,0,2/10/12,FALSE,,FALSE
2012,75,2/2/12,12/31/12,Sardines,743441,200000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine (Tiré-tiré),,837,990,0,2/10/12,FALSE,,FALSE
2012,97,2/3/12,12/31/12,Gros poissons,743588,100000,Estuaire-Komo,Jeanne Ebori,Yamaha,40,Ligne de fond,,652,991,0,2/10/12,FALSE,,FALSE
2012,100,2/3/12,12/31/12,Gros poissons,743591,150000,Estuaire-Komo,Oloumi,Mariner,40,Filet maillant de fond,,838,992,0,2/10/12,FALSE,,FALSE
2012,107,2/3/12,12/31/12,Gros poissons,743593,150000,Estuaire-Komo,Soduco,Mariner,40,Filet maillant de fond,,542,993,0,2/10/12,FALSE,,FALSE
2012,132,2/3/12,12/31/12,Gros poissons,743601,100000,Estuaire-Komo,Sablière,Yamaha,40,Filet maillant de fond,,624,994,0,2/10/12,FALSE,,FALSE
2012,122,2/6/12,12/31/12,Gros poissons,743763,100000,Estuaire-Komo,Razel,Yamaha,40,Filet maillant de fond,,603,995,0,2/10/12,FALSE,,FALSE
2012,113,2/3/12,12/31/12,Sardines,743606,100000,Estuaire-Komo,Pont Nomba,Yamaha,40,Filet sardine,,839,996,0,2/10/12,FALSE,,FALSE
2012,104,2/6/12,12/31/12,Sardines,743653,150000,Estuaire-Komo,Petite Poubelle,Yamaha,40,Filet sardine,,840,997,0,2/10/12,FALSE,,FALSE
2012,129,2/8/12,12/31/12,Gros poissons,744097,150000,Estuaire-Komo,Razel,Yamaha,40,Filet maillant de fond,,841,998,0,2/10/12,FALSE,,FALSE
2012,84,2/8/12,12/31/12,Sardines,744152,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,842,999,0,2/10/12,FALSE,,FALSE
2012,85,2/8/12,12/31/12,Sardines,744155,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,843,1000,0,2/10/12,FALSE,,FALSE
2012,87,2/8/12,12/31/12,Sardines,744153,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,845,1002,0,2/10/12,FALSE,,FALSE
2012,91,2/8/12,12/31/12,Sardines,744151,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,846,1003,0,2/10/12,FALSE,,FALSE
2012,92,2/8/12,12/31/12,Sardines,744150,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,847,1004,0,2/10/12,FALSE,,FALSE
2012,99,2/9/12,12/31/12,Mulets,744215,150000,Estuaire-Komo,Lalala,Mariner,25,Filet sardine,,604,1005,0,2/10/12,FALSE,,FALSE
2012,98,2/9/12,12/31/12,Mulets,744214,150000,Estuaire-Komo,Lalala,Yamaha,25,Filet sardine,,848,1006,0,2/10/12,FALSE,,FALSE
2012,58,2/8/12,12/31/12,Gros poissons,744113,150000,Estuaire-Komo,Alenakiri,Yamaha,40,Filet maillant de fond,,510,1007,0,2/10/12,FALSE,,FALSE
2012,94,2/9/12,12/31/12,Gros poissons,900886,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet maillant de fond,,849,1008,0,2/10/12,FALSE,,FALSE
2012,130,2/9/12,12/31/12,Gros poissons,744251,150000,Estuaire-Komo,Razel,Yamaha,40,Filet maillant de fond,,536,1009,0,2/10/12,FALSE,,FALSE
2012,61,2/9/12,12/31/12,Gros poissons,744250,150000,Estuaire-Komo,Alenakiri,Yamaha,8,Filet maillant de fond,,850,1010,0,2/10/12,FALSE,,FALSE
2012,59,2/9/12,12/31/12,Gros poissons,744248,150000,Estuaire-Komo,Alenakiri,Yamaha,15,Filet maillant de fond,,851,1011,0,2/10/12,FALSE,,FALSE
2012,60,2/9/12,12/31/12,Gros poissons,744243,150000,Estuaire-Komo,Alenakiri,Yamaha,15,Filet maillant de fond,,852,1012,0,2/10/12,FALSE,,FALSE
2012,93,2/9/12,12/31/12,Sardines,744231,150000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,610,1013,0,2/10/12,FALSE,,FALSE
2012,77,2/9/12,12/31/12,Petits poissons,744368,150000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant surface,,853,1014,0,2/10/12,FALSE,,FALSE
2012,57,2/10/12,12/31/12,Gros poissons,744415,150000,Estuaire-Komo,Akiliba,Yamaha,40,Filet maillant de fond,,756,1015,0,2/10/12,FALSE,,FALSE
2012,123,2/7/12,12/31/12,Petits poissons,743807,150000,Estuaire-Komo,Razel,Yamaha,40,Filet maillant surface,,854,1016,0,2/10/12,FALSE,,FALSE
2012,131,2/9/12,12/31/12,Gros poissons,744173,100000,Estuaire-Komo,Razel,Yamaha,15,Filet maillant de fond,,855,1017,0,2/10/12,FALSE,,FALSE
2012,63,2/7/12,12/31/12,Sardines,743876,150000,Estuaire-Komo,Bac Aviation,Yamaha,40,Filet sardine,,505,1018,0,2/10/12,FALSE,,FALSE
2012,65,2/7/12,12/31/12,Sardines,743874,150000,Estuaire-Komo,Bac Aviation,Yamaha,40,Filet sardine,,178,1019,0,2/10/12,FALSE,,FALSE
2012,64,2/7/12,12/31/12,Gros poissons,743872,150000,Estuaire-Komo,Bac Aviation,Yamaha,40,Filet maillant de fond,,177,1020,0,2/10/12,FALSE,,FALSE
2012,72,2/7/12,12/31/12,Gros poissons,743926,150000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,751,1021,0,2/10/12,FALSE,,FALSE
2012,116,2/8/12,12/31/12,Gros poissons,743999,150000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant de fond,,590,1022,0,2/10/12,FALSE,,FALSE
2012,128,2/7/12,12/31/12,Gros poissons,743781,100000,Estuaire-Komo,Razel,Yamaha,40,Filet maillant de fond,,744,1023,0,2/10/12,FALSE,,FALSE
2012,127,2/7/12,12/31/12,Gros poissons,743780,100000,Estuaire-Komo,Razel,Yamaha,15,Filet maillant de fond,,745,1024,0,2/10/12,FALSE,,FALSE
2012,124,2/7/12,12/31/12,Gros poissons,743783,150000,Estuaire-Komo,Razel,Yamaha,40,Filet maillant de fond,,856,1025,0,2/10/12,FALSE,,FALSE
2012,126,2/7/12,12/31/12,Gros poissons,743782,150000,Estuaire-Komo,Razel,Yamaha,40,Filet maillant de fond,,630,1026,0,2/10/12,FALSE,,FALSE
2012,74,2/8/12,12/31/12,Gros poissons,744030,150000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,639,1027,0,2/10/12,FALSE,,FALSE
2012,114,2/7/12,12/31/12,Sardines,743921,150000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine,,166,1028,0,2/10/12,FALSE,,FALSE
2012,115,2/8/12,12/31/12,Gros poissons,744075,100000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant de fond,,802,1029,0,2/10/12,FALSE,,FALSE
2012,89,2/8/12,12/31/12,Sardines,744066,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,569,1030,0,2/10/12,FALSE,,FALSE
2012,90,2/8/12,12/31/12,Sardines,744068,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,568,1031,0,2/10/12,FALSE,,FALSE
2012,88,2/8/12,12/31/12,Sardines,744067,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,570,1032,0,2/10/12,FALSE,,FALSE
2012,73,2/8/12,12/31/12,Gros poissons,744032,100000,Estuaire-Komo,Barracuda,Yamaha,40,Filet maillant de fond,,520,1033,0,2/10/12,FALSE,,FALSE
2012,125,2/7/12,12/31/12,Gros poissons,743862,150000,Estuaire-Komo,Razel,Yamaha,40,Filet maillant de fond,,589,1034,0,2/10/12,FALSE,,FALSE
2012,135,2/9/12,12/31/12,Sardines,744225,150000,Estuaire-Komo,Soduco,Yamaha,40,Filet sardine,,679,1035,0,2/10/12,FALSE,,FALSE
2012,134,2/9/12,12/31/12,Gros poissons,744226,150000,Estuaire-Komo,Soduco,Yamaha,40,Filet maillant de fond,,540,1036,0,2/10/12,FALSE,,FALSE
2012,136,2/9/12,12/31/12,Gros poissons,744308,100000,Estuaire-Komo,Soduco,Yamaha,40,Filet maillant de fond,,541,1037,0,2/10/12,FALSE,,FALSE
2012,81,2/7/12,12/31/12,Sardines,899700,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,857,1038,0,2/10/12,FALSE,,FALSE
2012,82,2/7/12,12/31/12,Sardines,899376,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,858,1039,0,2/10/12,FALSE,,FALSE
2012,83,2/7/12,12/31/12,Sardines,899691,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,859,1040,0,2/10/12,FALSE,,FALSE
2012,66,2/10/12,12/31/12,Sardines,744477,150000,Estuaire-Komo,Bac Aviation,Yamaha,40,Filet sardine,,602,1041,0,2/10/12,FALSE,,FALSE
2012,137,2/10/12,12/31/12,Sardines,744479,150000,Estuaire-Komo,Soduco,Yamaha,40,Filet sardine,,809,1042,0,2/10/12,FALSE,,FALSE
2012,148,2/20/12,12/31/12,Gros poissons,745445,150000,Estuaire-Komo,Ambowè,Yamaha,40,Filet maillant de fond,,508,1043,0,2/21/12,FALSE,2/21/12,FALSE
2012,147,2/20/12,12/31/12,Gros poissons,745386,150000,Estuaire-Komo,Ambowè,Yamaha,40,Filet maillant de fond,,860,1044,0,2/21/12,FALSE,2/21/12,FALSE
2012,157,2/20/12,12/31/12,Sardines,745377,150000,Haute mer,Bac Aviation,Yamaha,40,Filet sardine,,422,1045,0,2/21/12,FALSE,2/21/12,FALSE
2012,145,2/20/12,12/31/12,Gros poissons,745395,100000,Estuaire-Komo,Alenakiri,Yamaha,40,Filet maillant de fond,,861,1046,0,2/21/12,FALSE,2/21/12,FALSE
2012,201,2/10/12,12/31/12,Sardines,901286,150000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,862,1047,0,2/21/12,FALSE,2/21/12,FALSE
2012,224,2/10/12,12/31/12,Gros poissons,744461,100000,Estuaire-Komo,Pont Nomba,Yamaha,40,Filet maillant de fond,,863,1048,0,2/21/12,FALSE,2/21/12,FALSE
2012,141,2/8/12,12/31/12,Gros poissons,744005,150000,Estuaire-Komo,Alenakiri,Yamaha,40,Filet maillant de fond,,515,1049,0,2/21/12,FALSE,2/21/12,FALSE
2012,207,2/9/12,12/31/12,Sardines,744300,150000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,582,1050,0,2/21/12,FALSE,2/21/12,FALSE
2012,173,2/9/12,12/31/12,Sardines,744296,150000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine,,288,1051,0,2/21/12,FALSE,2/21/12,FALSE
2012,176,2/9/12,12/31/12,Petits poissons,744216,150000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant surface,,864,1052,0,2/21/12,FALSE,2/21/12,FALSE
2012,166,2/9/12,12/31/12,Petits poissons,744198,100000,Estuaire-Komo,Barracuda,Yamaha,40,Filet maillant surface,,865,1053,0,2/21/12,FALSE,2/21/12,FALSE
2012,150,2/20/12,12/31/12,Petits poissons,745358,150000,Estuaire-Komo,Ambowè,Yamaha,40,Filet maillant surface,,866,1054,0,2/21/12,FALSE,2/21/12,FALSE
2012,140,2/8/12,12/31/12,Gros poissons,744046,150000,Estuaire-Komo,Akiliba,Yamaha,40,Filet maillant de fond,,760,1055,0,2/21/12,FALSE,2/21/12,FALSE
2012,186,2/7/12,12/31/12,Sardines,899707,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,867,1056,0,2/21/12,FALSE,2/21/12,FALSE
2012,185,2/7/12,12/31/12,Sardines,899705,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,868,1057,0,2/21/12,FALSE,2/21/12,FALSE
2012,189,2/6/12,12/31/12,Sardines,899379,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,869,1058,0,2/21/12,FALSE,2/21/12,FALSE
2012,190,2/6/12,12/31/12,Sardines,899380,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,870,1059,0,2/21/12,FALSE,2/21/12,FALSE
2012,188,2/6/12,12/31/12,Sardines,899378,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,871,1060,0,2/21/12,FALSE,2/21/12,FALSE
2012,187,2/6/12,12/31/12,Sardines,899377,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,872,1061,0,2/21/12,FALSE,2/21/12,FALSE
2012,169,2/7/12,12/31/12,Gros poissons,743864,150000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,793,1062,0,2/21/12,FALSE,2/21/12,FALSE
2012,167,2/7/12,12/31/12,Gros poissons,743865,150000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,681,1063,0,2/21/12,FALSE,2/21/12,FALSE
2012,170,2/7/12,12/31/12,Gros poissons,743868,150000,Estuaire-Komo,Barracuda,Yamaha,8,Filet maillant de fond,,637,1064,0,2/21/12,FALSE,2/21/12,FALSE
2012,164,2/7/12,12/31/12,Gros poissons,743854,150000,Estuaire-Komo,Barracuda,Mariner,40,Filet maillant de fond,,771,1065,0,2/21/12,FALSE,2/21/12,FALSE
2012,165,2/7/12,12/31/12,Gros poissons,743856,150000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,625,1066,0,2/21/12,FALSE,2/21/12,FALSE
2012,168,2/7/12,12/31/12,Gros poissons,743957,150000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,498,1067,0,2/21/12,FALSE,2/21/12,FALSE
2012,160,2/7/12,12/31/12,Gros poissons,743920,150000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,774,1068,0,2/21/12,FALSE,2/21/12,FALSE
2012,211,1/24/12,12/31/12,Gros poissons,741958,150000,Estuaire-Komo,Pont Nomba,Mariner,40,Filet maillant de fond,,242,1069,0,2/21/12,FALSE,2/21/12,FALSE
2012,223,2/7/12,12/31/12,Gros poissons,743889,100000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant de fond,,713,1070,0,2/21/12,FALSE,2/21/12,FALSE
2012,161,2/7/12,12/31/12,Gros poissons,743919,150000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,873,1071,0,2/21/12,FALSE,2/21/12,FALSE
2012,222,1/26/12,12/31/12,Sardines,742556,150000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine,,438,1072,0,2/21/12,FALSE,2/21/12,FALSE
2012,204,1/26/12,12/31/12,Gros poissons,895236,100000,Estuaire-Komo,Michel Marine,Yamaha,40,Filet maillant de fond,,561,1073,0,2/21/12,FALSE,2/21/12,FALSE
2012,208,1/26/12,12/31/12,Sardines,742551,100000,Estuaire-Komo,BTI,Mariner,40,Filet sardine,,196,1074,0,2/21/12,FALSE,2/21/12,FALSE
2012,202,2/7/12,12/31/12,Gros poissons,743805,100000,Estuaire-Komo,Jeanne Ebori,Yamaha,40,Palangre de fond,,280,1075,0,2/21/12,FALSE,2/21/12,FALSE
2012,200,2/7/12,12/31/12,Sardines,743893,150000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,449,1076,0,2/21/12,FALSE,2/21/12,FALSE
2012,213,1/25/12,12/31/12,Petits poissons,742282,150000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant surface,,282,1077,0,2/21/12,FALSE,2/21/12,FALSE
2012,179,1/25/12,12/31/12,Sardines,742380,150000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine,,564,1078,0,2/21/12,FALSE,2/21/12,FALSE
2012,178,1/25/12,12/31/12,Sardines,742378,150000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine,,565,1079,0,2/21/12,FALSE,2/21/12,FALSE
2012,220,1/25/12,12/31/12,Petits poissons,742290,150000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant surface,,605,1080,0,2/21/12,FALSE,2/21/12,FALSE
2012,203,1/24/12,12/31/12,Mulets,741937,150000,Estuaire-Komo,Lalala,Yamaha,40,Filet sardine,,577,1081,0,2/21/12,FALSE,2/21/12,FALSE
2012,146,2/6/12,12/31/12,Gros poissons,743719,100000,Estuaire-Komo,Alenakiri,Yamaha,15,Filet maillant de fond,,672,1082,0,2/21/12,FALSE,2/21/12,FALSE
2012,138,2/6/12,12/31/12,Petits poissons,899170,150000,Estuaire-Komo,Akiliba,Yamaha,40,Filet maillant surface,,299,1083,0,2/21/12,FALSE,2/21/12,FALSE
2012,225,2/6/12,12/31/12,Sardines,743696,100000,Estuaire-Komo,Razel,Yamaha,40,Filet sardine,,874,1084,0,2/21/12,FALSE,2/21/12,FALSE
2012,214,1/24/12,12/31/12,Gros poissons,741982,100000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant de fond,,596,1085,0,2/21/12,FALSE,2/21/12,FALSE
2012,227,1/24/12,12/31/12,Gros poissons,741979,150000,Estuaire-Komo,Soduco,Yamaha,40,Filet maillant de fond,,409,1086,0,2/21/12,FALSE,2/21/12,FALSE
2012,218,1/24/12,12/31/12,Gros poissons,741978,100000,Estuaire-Komo,Pont Nomba,Yamaha,40,Filet maillant de fond,,674,1087,0,2/21/12,FALSE,2/21/12,FALSE
2012,175,2/6/12,12/31/12,Gros poissons,743694,100000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant de fond,,645,1088,0,2/21/12,FALSE,2/21/12,FALSE
2012,155,2/6/12,12/31/12,Petits poissons,743682,100000,Estuaire-Komo,Bac Aviation,Yamaha,40,Filet maillant surface,,742,1089,0,2/21/12,FALSE,2/21/12,FALSE
2012,154,2/6/12,12/31/12,Petits poissons,743681,150000,Estuaire-Komo,Bac Aviation,Yamaha,40,Filet maillant surface,,343,1090,0,2/21/12,FALSE,2/21/12,FALSE
2012,149,2/6/12,12/31/12,Petits poissons,743727,150000,Haute mer,Ambowè,Yamaha,40,Filet maillant surface,,875,1092,0,2/21/12,FALSE,2/21/12,FALSE
2012,180,2/6/12,12/31/12,Sardines,743738,100000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine,,615,1093,0,2/21/12,FALSE,2/21/12,FALSE
2012,153,2/7/12,12/31/12,Gros poissons,743825,150000,Estuaire-Komo,Bac Aviation,Mariner,40,Filet maillant de fond,,332,1094,0,2/21/12,FALSE,2/21/12,FALSE
2012,159,2/7/12,12/31/12,Petits poissons,743831,150000,Estuaire-Komo,Bac Aviation,Yamaha,40,Filet maillant surface,,554,1095,0,2/21/12,FALSE,2/21/12,FALSE
2012,143,2/6/12,12/31/12,Gros poissons,743707,100000,Estuaire-Komo,Alenakiri,Yamaha,15,Filet maillant de fond,,512,1096,0,2/21/12,FALSE,2/21/12,FALSE
2012,174,2/6/12,12/31/12,Gros poissons,743693,100000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant de fond,,534,1097,0,2/21/12,FALSE,2/21/12,FALSE
2012,163,2/6/12,12/31/12,Gros poissons,743748,100000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,658,1098,0,2/21/12,FALSE,2/21/12,FALSE
2012,142,2/6/12,12/31/12,Gros poissons,743717,100000,Estuaire-Komo,Alenakiri,Yamaha,8,Filet maillant de fond,,555,1099,0,2/21/12,FALSE,2/21/12,FALSE
2012,162,2/6/12,12/31/12,Gros poissons,743716,100000,Estuaire-Komo,Barracuda,Yamaha,15,Filet maillant de fond,,727,1100,0,2/21/12,FALSE,2/21/12,FALSE
2012,181,1/26/12,12/31/12,Sardines,742667,150000,Estuaire-Komo,Grande Poubelle,Mariner,40,Filet sardine,,730,1101,0,2/21/12,FALSE,2/21/12,FALSE
2012,209,1/25/12,12/31/12,Sardines,742241,200000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine (Tiré-tiré),,206,1102,0,2/21/12,FALSE,2/21/12,FALSE
2012,183,1/26/12,12/31/12,Sardines,742670,150000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,238,1103,0,2/21/12,FALSE,2/21/12,FALSE
2012,199,2/7/12,12/31/12,Sardines,743826,150000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,876,1104,0,2/21/12,FALSE,2/21/12,FALSE
2012,182,2/6/12,12/31/12,Sardines,743740,150000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,211,1105,0,2/21/12,FALSE,2/21/12,FALSE
2012,171,2/7/12,12/31/12,Sardines,743834,150000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine,,782,1106,0,2/21/12,FALSE,2/21/12,FALSE
2012,172,2/7/12,12/31/12,Sardines,743836,150000,Estuaire-Komo,BTI,Yamaha,40,Filet sardine,,781,1107,0,2/21/12,FALSE,2/21/12,FALSE
2012,221,1/24/12,12/31/12,Gros poissons,742016,100000,Estuaire-Komo,Pont Nomba,Yamaha,40,Filet maillant de fond,,669,1108,0,2/21/12,FALSE,2/21/12,FALSE
2012,184,2/7/12,12/31/12,Sardines,899687,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,877,1109,0,2/21/12,FALSE,2/21/12,FALSE
2012,194,2/1/12,12/31/12,Sardines,743346,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,878,1110,0,2/21/12,FALSE,2/21/12,FALSE
2012,192,2/2/12,12/31/12,Sardines,743515,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,879,1111,0,2/21/12,FALSE,2/21/12,FALSE
2012,191,2/3/12,12/31/12,Sardines,743617,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,880,1112,0,2/21/12,FALSE,2/21/12,FALSE
2012,198,2/1/12,12/31/12,Sardines,743351,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,881,1113,0,2/21/12,FALSE,2/21/12,FALSE
2012,193,2/1/12,12/31/12,Sardines,743350,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,882,1114,0,2/21/12,FALSE,2/21/12,FALSE
2012,206,2/1/12,12/31/12,Sardines,743345,150000,Estuaire-Komo,Petite Poubelle,Yamaha,40,Filet sardine,,272,1115,0,2/21/12,FALSE,2/21/12,FALSE
2012,196,2/1/12,12/31/12,Sardines,743348,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,883,1116,0,2/21/12,FALSE,2/21/12,FALSE
2012,195,2/1/12,12/31/12,Sardines,743347,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,884,1117,0,2/21/12,FALSE,2/21/12,FALSE
2012,197,2/1/12,12/31/12,Sardines,743349,100000,Estuaire-Komo,Grande Poubelle,Yamaha,40,Filet sardine,,885,1118,0,2/21/12,FALSE,2/21/12,FALSE
2012,177,2/2/12,12/31/12,Petits poissons,743480,150000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant surface,,441,1119,0,2/21/12,FALSE,2/21/12,FALSE
2012,215,2/1/12,12/31/12,Petits poissons,743354,100000,Estuaire-Komo,BTI,Yamaha,40,Filet maillant surface,,366,1120,0,2/21/12,FALSE,2/21/12,FALSE
